uid,region,cluster,band,weeknum,Cell_Avaiability,Attach_Setup_Success_Rate,RRC_Setup_Success_Rate,eRAB_Setup_Success_Rate_nGBR,VoLTE_Setup_Success_Rate_GBR,Call_Drop_Rate_eRAB_nGBR,VoLTE_Call_Drop_Rate_eRAB_GBR,HOSR_Intra_Frequency,HOSR_Inter_Frequency,X2_Handover_Out_Success_Rate,X2_Handover_In_Success_Rate,S1_Handover_Out_Success_Rate,S1_Handover_In_Success_Rate,DL_BLER,UL_BLER
EASTERN-KUANTAN-2.3G-24Week 37,EASTERN,KUANTAN,2.3G,24Week 37,99.9408,99.88209488,99.9196,99.9597,99.873,0.9819,1.1997,99.568,100.11,99.5661,99.6046,2.5,100,0.2273,0.1532
EASTERN-EAST PEKAN NEAR KUALA PAHANG-2.3G-24Week 37,EASTERN,EAST PEKAN NEAR KUALA PAHANG,2.3G,24Week 37,100,99.81625643,99.8562,99.9583,100,1.0783,0.8,99.7463,99.8286,99.4177,98.9705,100,,0.2837,0.1877
EASTERN-TEMERLUH TO NS BODER ROAD-2.3G-24Week 37,EASTERN,TEMERLUH TO NS BODER ROAD,2.3G,24Week 37,99.9937,99.91022586,99.9237,99.9841,100,2.0471,0,99.8065,99.8549,99.5767,99.5692,,,0.3441,0.2574
EASTERN-KUALA LIPIS TOWN-2.3G-24Week 37,EASTERN,KUALA LIPIS TOWN,2.3G,24Week 37,100,99.94261192,99.9586,99.9823,100,2.2401,0,99.8914,99.9327,99.6698,99.3083,,,0.181,0.1569
EASTERN-MACHANG-2.3G-24Week 37,EASTERN,MACHANG,2.3G,24Week 37,99.82,99.81892277,99.8558,99.9546,100,1.5699,0.9789,99.0622,99.8719,98.9094,98.9407,6.4516,100,0.2315,0.2023
EASTERN-BACHOK-2.3G-24Week 37,EASTERN,BACHOK,2.3G,24Week 37,99.9,99.82981137,99.872,99.9691,99.9467,1.2601,0.5047,100.1854,99.7184,98.5709,98.8056,14.741,100,0.2577,0.2115
EASTERN-PASIR PUTEH-2.3G-24Week 37,EASTERN,PASIR PUTEH,2.3G,24Week 37,98.2151,99.80500358,99.8606,99.9454,99.8789,1.6718,1.1041,99.5487,99.7718,99.4752,99.1524,18.4,89.6552,0.2396,0.1862
EASTERN-BKT BESI TO DUNGUN-2.3G-24Week 37,EASTERN,BKT BESI TO DUNGUN,2.3G,24Week 37,99.9434,98.67222445,99.0727,99.5587,100,7.0866,0,98.1795,99.9788,98.4404,97.1863,,,1.7495,1.4077
EASTERN-FELDA BT PUCHONG-2.3G-24Week 37,EASTERN,FELDA BT PUCHONG,2.3G,24Week 37,99.9411,98.69335445,99.1287,99.5421,100,5.9265,0,98.3644,97.9592,98.619,98.2727,0,,0.3706,0.7894
EASTERN-TASIK BERA-2.3G-24Week 37,EASTERN,TASIK BERA,2.3G,24Week 37,99.975,99.29909299,99.6787,99.6191,100,4.9503,2.439,98.8733,,97.3392,97.1708,,,0.2574,0.2866
EASTERN-FELDA CHINI-2.3G-24Week 37,EASTERN,FELDA CHINI,2.3G,24Week 37,99.8147,99.01192392,99.0259,99.986,100,0.6373,3.8462,100,100,100,100,,,0.227,0.1344
EASTERN-KARAK TO LANCANG TRUNK ROAD-2.3G-24Week 37,EASTERN,KARAK TO LANCANG TRUNK ROAD,2.3G,24Week 37,99.9931,99.8927192,99.9238,99.9692,100,1.0266,0,99.8565,100,96.4029,94.6154,,,0.2868,0.5106
EASTERN-LPT2_BUKIT BESI TO KT-2.3G-24Week 37,EASTERN,LPT2_BUKIT BESI TO KT,2.3G,24Week 37,99.9865,98.75087417,99.0693,99.6859,,2.5885,0,96.4247,99.6094,97.0483,98.0782,,,5.4434,3.1685
EASTERN-TANAH MERAH TO KUALA KRAI ROAD-2.3G-24Week 37,EASTERN,TANAH MERAH TO KUALA KRAI ROAD,2.3G,24Week 37,100,99.91604867,99.964,99.9432,100,1.3155,0,99.5365,100,99.1144,98.796,,,0.2724,0.2056
EASTERN-BSTC-016-2.3G-24Week 37,EASTERN,BSTC-016,2.3G,24Week 37,99.7183,99.72606025,99.8835,99.835,100,1.7358,0,99.3631,90.1099,98.0233,99.2032,,,0.5322,0.2366
EASTERN-FELDA SG KOYAN-2.3G-24Week 37,EASTERN,FELDA SG KOYAN,2.3G,24Week 37,99.9191,99.18089013,99.4358,99.7221,100,3.0612,2.1127,99.6713,98.1481,96.3519,97.8682,,,0.5112,0.3192
EASTERN-KUALA LIPIS TO BENTA ROAD-2.3G-24Week 37,EASTERN,KUALA LIPIS TO BENTA ROAD,2.3G,24Week 37,99.9817,99.60946076,99.7225,99.923,100,4.236,5.8824,99.5247,99.9204,98.3713,98.5263,,,0.3301,0.4438
EASTERN-JERANTUT TO KERDAU ROAD-2.3G-24Week 37,EASTERN,JERANTUT TO KERDAU ROAD,2.3G,24Week 37,99.9896,98.53035802,99.4516,99.0943,100,2.577,0,99.4602,100,96.7213,94.8276,,,3.3768,1.707
EASTERN-BSTC-010-2.3G-24Week 37,EASTERN,BSTC-010,2.3G,24Week 37,100,97.72696006,99.7677,97.9708,100,2.0292,0,98.8734,,94.4444,97.561,,,0.2078,0.2542
EASTERN-RD KUALA BESUT AND JERTIH SOUTH-2.3G-24Week 37,EASTERN,RD KUALA BESUT AND JERTIH SOUTH,2.3G,24Week 37,61.9653,99.9144568,99.9145,99.8762,100,10.6923,12.5,100,100,100,100,,,0.0422,0.0854
EASTERN-JENGKA TO JERANTUT-2.3G-24Week 37,EASTERN,JENGKA TO JERANTUT,2.3G,24Week 37,98.3731,99.9196572,99.9197,100,100,0.9163,0,100,100,100,98,,,0.1444,0.1497
EASTERN-TEMERLUH TO MARAN TRUNK ROAD-2.3G-24Week 37,EASTERN,TEMERLUH TO MARAN TRUNK ROAD,2.3G,24Week 37,99.9929,99.76026593,99.7976,99.9485,100,1.3088,2.439,99.203,99.6992,99.1144,99.2443,,,0.4767,0.3317
EASTERN-KUALA TERENGGANU TO MERANG-2.3G-24Week 37,EASTERN,KUALA TERENGGANU TO MERANG,2.3G,24Week 37,99.9294,96.28568662,98.5061,97.7952,100,33.651,100,95.3333,,91.6667,92.4242,,,2.0073,1.2754
EASTERN-KUALA MENJING-2.3G-24Week 37,EASTERN,KUALA MENJING,2.3G,24Week 37,100,99.89612365,99.9637,99.9299,100,2.3274,2.1277,98.587,100,96.7701,96.4602,,,0.3124,0.2516
EASTERN-KARAK-2.3G-24Week 37,EASTERN,KARAK,2.3G,24Week 37,99.9985,99.64375332,99.6761,99.958,100,1.9855,1.1792,99.4333,99.798,99.2771,98.1716,,,0.1282,0.1699
EASTERN-BENTA-2.3G-24Week 37,EASTERN,BENTA,2.3G,24Week 37,99.9558,99.91121925,99.9289,99.983,100,0.4711,0.8197,99.6309,99.3743,98.5994,98.209,100,100,0.1869,0.2915
EASTERN-JERANTUT-2.3G-24Week 37,EASTERN,JERANTUT,2.3G,24Week 37,99.6168,99.84145591,99.8943,99.9352,100,0.9196,0.8696,99.7624,99.8458,99.665,99.6436,,,0.1553,0.1309
EASTERN-BENTONG-2.3G-24Week 37,EASTERN,BENTONG,2.3G,24Week 37,99.6011,99.85416735,99.8714,99.9766,100,1.0239,0,99.2167,99.7959,99.2107,99.31,0,0,0.2336,0.1779
EASTERN-KUALA KRAU-2.3G-24Week 37,EASTERN,KUALA KRAU,2.3G,24Week 37,100,99.86088504,99.9205,99.9406,100,0.5774,0,99.8957,100,99.115,99.0991,,,0.1462,0.2118
EASTERN-JENGKA-2.3G-24Week 37,EASTERN,JENGKA,2.3G,24Week 37,99.9964,99.75453897,99.7809,99.9516,100,0.6281,0,99.8261,99.9174,99.7301,99.6578,0,,0.1616,0.2239
EASTERN-LANCHANG-2.3G-24Week 37,EASTERN,LANCHANG,2.3G,24Week 37,99.8716,99.76974186,99.7839,99.9877,100,1.1397,0,98.8002,92.8423,97.8351,97.2376,,,0.054,0.1054
EASTERN-MENTAKAB-2.3G-24Week 37,EASTERN,MENTAKAB,2.3G,24Week 37,99.9939,99.85851015,99.8914,99.925,100,0.8874,0.3264,99.5637,97.5903,99.5986,99.521,,,0.185,0.1847
EASTERN-TEMERLOH-2.3G-24Week 37,EASTERN,TEMERLOH,2.3G,24Week 37,99.8674,99.82214415,99.8493,99.9593,100,0.7832,0.8691,99.6577,100.9865,99.3875,99.6904,33.3333,100,0.2085,0.1176
EASTERN-BANDAR JENGKA-2.3G-24Week 37,EASTERN,BANDAR JENGKA,2.3G,24Week 37,99.8148,99.74495899,99.9076,99.8348,100,0.9617,0,99.6236,99.8821,99.5784,99.6154,0,,0.2169,0.1462
EASTERN-TUN ABDUL RAZAK JENGKA-2.3G-24Week 37,EASTERN,TUN ABDUL RAZAK JENGKA,2.3G,24Week 37,100,99.95333394,99.9574,99.9797,100,0.3878,0,99.95,99.448,99.3865,98.7179,,,0.3857,0.1626
EASTERN-MARAN-2.3G-24Week 37,EASTERN,MARAN,2.3G,24Week 37,99.9989,99.8724888,99.9179,99.95,100,0.7472,0.5155,99.7897,99.8784,99.6406,99.6661,,,0.204,0.1274
EASTERN-CHENOR-2.3G-24Week 37,EASTERN,CHENOR,2.3G,24Week 37,99.967,99.94566107,99.9672,99.9753,100,0.7655,0.3049,99.636,99.9348,99.1633,99.4295,,,0.2907,0.2074
EASTERN-KAMPUNG AWAH-2.3G-24Week 37,EASTERN,KAMPUNG AWAH,2.3G,24Week 37,99.9867,99.852422,99.8763,99.9474,100,0.9598,0,99.3994,99.8283,99.1492,98.968,,,0.4829,0.1792
EASTERN-TRIANG-2.3G-24Week 37,EASTERN,TRIANG,2.3G,24Week 37,99.9999,99.86917177,99.9248,99.94,100,1.0626,0.2137,99.479,99.4366,97.7174,98.0277,,,0.2111,0.175
EASTERN-BANDAR BERA-2.3G-24Week 37,EASTERN,BANDAR BERA,2.3G,24Week 37,99.9923,99.91814627,99.9354,99.981,100,0.7065,0,99.7463,99.884,99.252,98.5756,,,0.2486,0.1214
EASTERN-KEMAYAN-2.3G-24Week 37,EASTERN,KEMAYAN,2.3G,24Week 37,99.8299,99.78482306,99.8889,99.8941,100,2.7579,0.813,99.5867,100,99.6613,99.83,90.7692,83.9286,0.4308,0.2602
EASTERN-GAMBANG-2.3G-24Week 37,EASTERN,GAMBANG,2.3G,24Week 37,100,99.97809443,99.983,99.9934,100,0.5631,0,99.8774,99.89,97.4763,98.6395,,,0.3258,0.2013
EASTERN-BERA-2.3G-24Week 37,EASTERN,BERA,2.3G,24Week 37,99.99,99.59307772,99.7162,99.8679,100,2.2566,0,96.9553,80,96.9357,97.1956,85.7143,96.6667,0.0988,0.1759
EASTERN-CHINI-2.3G-24Week 37,EASTERN,CHINI,2.3G,24Week 37,100,99.7286682,99.9303,99.7981,99.88,1.8778,2.809,106.2854,,99.4814,99.4032,,99.6421,0.277,0.1479
EASTERN-MUADZAM SHAH-2.3G-24Week 37,EASTERN,MUADZAM SHAH,2.3G,24Week 37,99.9233,100.035966,99.7576,100.2653,100,2.9778,2.8986,99.5116,96.5248,99.6172,99.5866,47.0588,94.9929,0.3444,0.2322
EASTERN-BANDAR TUN RAZAK-2.3G-24Week 37,EASTERN,BANDAR TUN RAZAK,2.3G,24Week 37,100,99.93196085,99.9528,99.9758,100,1.2532,1.5276,99.7196,99.84,99.4285,99.6293,,,0.1634,0.1566
EASTERN-BANDAR MUADZAM SHAH-2.3G-24Week 37,EASTERN,BANDAR MUADZAM SHAH,2.3G,24Week 37,100,99.83601637,99.8654,99.9571,100,1.1925,0.5291,99.7124,99.9891,99.7959,99.6135,18.75,,0.3004,0.2525
EASTERN-NENASI TO BANDAR BAHARU ROMPIN ROAD-2.3G-24Week 37,EASTERN,NENASI TO BANDAR BAHARU ROMPIN ROAD,2.3G,24Week 37,99.9958,99.89645137,99.919,99.9751,100,1.1957,0.2222,99.3375,99.8418,99.3416,99.26,72.973,0,0.1456,0.1745
EASTERN-KUALA ROMPIN-2.3G-24Week 37,EASTERN,KUALA ROMPIN,2.3G,24Week 37,100,98.88988095,99.5234,99.331,100,9.048,5.4054,97.3487,,95.4148,98.7055,55.102,,2.6949,1.2202
EASTERN-BANDAR BAHARU ROMPIN TO PANDAN ENDAU ROAD-2.3G-24Week 37,EASTERN,BANDAR BAHARU ROMPIN TO PANDAN ENDAU ROAD,2.3G,24Week 37,99.6782,100.2688315,99.8232,100.4524,100,1.8017,6.8536,99.4993,99.1921,99.7832,99.8814,97.6055,98.9038,0.2454,0.2115
EASTERN-JERTEH-2.3G-24Week 37,EASTERN,JERTEH,2.3G,24Week 37,99.5769,99.75793796,99.8715,99.9645,99.96,1.3293,0.7021,98.6055,99.5123,98.3742,98.5821,37.4702,87.037,0.2171,0.1841
EASTERN-KUALA BESUT-2.3G-24Week 37,EASTERN,KUALA BESUT,2.3G,24Week 37,100,99.83193545,99.861,99.9498,99.6255,1.1116,1.4035,99.6978,99.7905,99.3737,99.2283,,,0.1909,0.1133
EASTERN-BESUT-2.3G-24Week 37,EASTERN,BESUT,2.3G,24Week 37,99.9028,99.87428381,99.9017,99.9689,99.9255,0.707,0.4995,99.1364,99.8336,99.9815,99.1633,25.2427,83.3333,0.2133,0.1599
EASTERN-JERTIH-2.3G-24Week 37,EASTERN,JERTIH,2.3G,24Week 37,99.9946,99.88434844,99.9241,99.9757,100,0.3579,0,99.9105,99.9713,99.5968,99.2617,,,0.2262,0.1762
EASTERN-TENANG-2.3G-24Week 37,EASTERN,TENANG,2.3G,24Week 37,99.9957,99.83446183,99.9061,99.9332,100,5.8316,3.0303,98.8468,93.75,95,99.4253,,,1.0657,0.8628
EASTERN-PERMAISURI-2.3G-24Week 37,EASTERN,PERMAISURI,2.3G,24Week 37,99.6724,99.71877102,99.7995,99.9363,99.9507,1.5906,0.6095,98.9319,99.8307,100,97.9702,10.7143,33.3333,0.2107,0.2212
EASTERN-SETIU-2.3G-24Week 37,EASTERN,SETIU,2.3G,24Week 37,99.9877,99.66739148,99.7638,99.9112,99.9136,1.4885,0.2274,98.7442,99.181,97.3886,98.1649,2,,0.2788,0.2654
EASTERN-KUALA BERANG-2.3G-24Week 37,EASTERN,KUALA BERANG,2.3G,24Week 37,94.5932,99.8048464,99.8468,99.954,99.872,1.7444,1.2392,99.3438,97.0107,98.8378,98.818,,,0.1792,0.1796
EASTERN-AJIL-2.3G-24Week 37,EASTERN,AJIL,2.3G,24Week 37,99.8713,99.80994499,99.8613,99.9627,100,1.2038,1.1236,98.8556,99.9804,98.4129,98.0701,,,0.2827,0.2349
EASTERN-BUKIT BESI-2.3G-24Week 37,EASTERN,BUKIT BESI,2.3G,24Week 37,99.8145,99.82689629,99.8695,99.9666,100,1.8523,0,98.9027,99.9232,99.1147,99.2059,,,0.3422,0.273
EASTERN-BANDAR AL-MUKTAFI BILLAH SHAH-2.3G-24Week 37,EASTERN,BANDAR AL-MUKTAFI BILLAH SHAH,2.3G,24Week 37,100,99.94660615,99.9497,99.9949,100,0.3153,0,99.9295,100,,,,,0.0849,0.0548
EASTERN-AYER PUTEH-2.3G-24Week 37,EASTERN,AYER PUTEH,2.3G,24Week 37,99.9654,99.87085406,99.9148,99.9564,,0.5358,,99.7596,99.75,99.726,99.759,,,0.0902,0.0941
EASTERN-CHUKAI KEMAMAN-2.3G-24Week 37,EASTERN,CHUKAI KEMAMAN,2.3G,24Week 37,99.9892,99.9847351,99.9847,100,100,0.2585,0,99.3671,100,99.3103,97.561,,,0.0202,0.0507
EASTERN-CENEH-2.3G-24Week 37,EASTERN,CENEH,2.3G,24Week 37,99.9967,99.76443036,99.8506,99.8841,100,1.6407,0.9174,98.9532,100,89.7196,91.2621,,,0.4735,0.4253
EASTERN-SRI BANDI-2.3G-24Week 37,EASTERN,SRI BANDI,2.3G,24Week 37,100,99.81813933,99.8745,99.9106,100,5.8742,0,99.609,100,93.2584,93.0233,,,0.485,0.3243
EASTERN-KEMASEK-2.3G-24Week 37,EASTERN,KEMASEK,2.3G,24Week 37,99.994,99.52299468,99.7241,99.7691,100,4.5372,0,99.4788,99.9118,98.6994,97.44,,,0.1988,0.2856
EASTERN-KEMASIK-2.3G-24Week 37,EASTERN,KEMASIK,2.3G,24Week 37,99.9781,99.67536112,99.7182,99.9254,100,0.9612,0,99.7325,99.9107,99.8586,98.9446,,,0.9316,0.5578
EASTERN-KIJAL-2.3G-24Week 37,EASTERN,KIJAL,2.3G,24Week 37,99.9174,99.92569434,99.9499,99.9706,100,0.4822,4.4776,99.5376,99.6609,98.9279,98.7759,,,0.2009,0.1587
EASTERN-CHUKAI-2.3G-24Week 37,EASTERN,CHUKAI,2.3G,24Week 37,99.9593,99.93546167,99.9515,99.9741,100,0.3872,1.6393,99.6377,99.706,99.6947,99.7221,,,0.2515,0.1637
EASTERN-RANTAU PANJANG-2.3G-24Week 37,EASTERN,RANTAU PANJANG,2.3G,24Week 37,99.9788,99.57879158,99.7095,99.9084,99.8309,1.5518,0.6204,99.1583,99.6201,98.5899,97.8281,33.3333,92.3077,0.3126,0.219
EASTERN-AYER LANAS-2.3G-24Week 37,EASTERN,AYER LANAS,2.3G,24Week 37,99.7062,99.68653388,99.7615,99.9366,100,1.1956,0.2364,98.6086,99.9397,98.3541,98.3113,37.7778,,0.2215,0.2239
EASTERN-JELI-2.3G-24Week 37,EASTERN,JELI,2.3G,24Week 37,100,99.91969162,99.9663,99.9442,100,2.093,0,99.9133,100,100,75,,,0.1088,0.1
EASTERN-PENGKALAN KUBOR-2.3G-24Week 37,EASTERN,PENGKALAN KUBOR,2.3G,24Week 37,100,99.52762959,99.596,99.9214,100,0.9028,0.2801,99.2383,99.6811,99.0691,99.2183,,,0.2799,0.1813
EASTERN-PASIR   MAS-2.3G-24Week 37,EASTERN,PASIR   MAS,2.3G,24Week 37,100,99.57538647,99.675,99.8664,100,2.5603,1.25,99.0449,99.6613,99.0821,99.2114,100,,0.2932,0.3422
EASTERN-WAKAF BHARU-2.3G-24Week 37,EASTERN,WAKAF BHARU,2.3G,24Week 37,99.9395,99.92261974,99.9448,99.975,99.8175,1.0654,0.6469,99.5141,99.8199,99.429,99.6606,100,100,0.188,0.1123
EASTERN-PALEKBANG-2.3G-24Week 37,EASTERN,PALEKBANG,2.3G,24Week 37,100,99.84561752,99.8754,99.9539,99.9044,1.088,0.8921,99.4708,99.6481,99.3047,99.458,66.6667,100,0.184,0.1179
EASTERN-KOTA BHARU-2.3G-24Week 37,EASTERN,KOTA BHARU,2.3G,24Week 37,98.813,99.86983618,99.9085,99.9654,99.9104,1.2378,0.6934,99.6706,99.666,99.7057,99.4938,3.3698,95.2381,0.2799,0.1616
EASTERN-PANGKAL MELEREK-2.3G-24Week 37,EASTERN,PANGKAL MELEREK,2.3G,24Week 37,92.3693,99.67521606,99.72,99.8945,100,2.7353,0,98.3552,99.7656,98.4847,98.2424,0,,0.2809,0.2392
EASTERN-KETEREH-2.3G-24Week 37,EASTERN,KETEREH,2.3G,24Week 37,100,99.78391177,99.8658,99.8931,100,1.3189,0.6614,99.3736,99.8897,98.7606,98.9615,,,0.2784,0.1506
EASTERN-TEMANGAN-2.3G-24Week 37,EASTERN,TEMANGAN,2.3G,24Week 37,99.8584,99.80294129,99.8611,99.9293,100,2.0681,1.4286,99.0707,99.9349,98.6411,97.513,,,0.2746,0.2528
EASTERN-PULAI CHONDONG-2.3G-24Week 37,EASTERN,PULAI CHONDONG,2.3G,24Week 37,99.9204,99.755258,99.8165,99.9151,99.7382,0.9536,0.1709,99.5874,105.3997,98.4953,99.3085,8.1633,,0.1538,0.16
EASTERN-SELISING-2.3G-24Week 37,EASTERN,SELISING,2.3G,24Week 37,100,99.76801468,99.8088,99.9497,100,1.4809,0.5202,99.3848,99.9144,99.1598,99.0391,0,,0.4294,0.2222
EASTERN-TUMPAT.-2.3G-24Week 37,EASTERN,TUMPAT.,2.3G,24Week 37,100,99.92084757,99.9409,99.9763,100,0.4053,0.3367,99.8259,99.9109,99.8266,99.7819,,,0.1895,0.1061
SABAH-KOTA KINABALU 1-2.3G-24Week 37,SABAH,KOTA KINABALU 1,2.3G,24Week 37,98.9035,99.7937855,99.746,99.8732,99.7295,0.9439,0.2054,99.2194,99.2872,100.1334,99.6414,18.2803,97.9466,0.2773,0.2317
SABAH-KOTA KINABALU 3-2.3G-24Week 37,SABAH,KOTA KINABALU 3,2.3G,24Week 37,99.1253,99.75722633,99.8063,99.9397,99.6822,0.5774,0.1954,99.1612,99.4772,99.6678,99.7656,94.6558,100,0.1731,0.1064
SABAH-KOTA KINABALU 2-2.3G-24Week 37,SABAH,KOTA KINABALU 2,2.3G,24Week 37,99.8841,99.59432173,99.6519,99.9401,99.5565,0.9749,0.2746,99.2507,100.0617,99.4795,99.5625,8.6022,100,0.1426,0.0966
SABAH-SANDAKAN 2-2.3G-24Week 37,SABAH,SANDAKAN 2,2.3G,24Week 37,99.5874,99.82124336,99.8857,99.9416,99.7517,0.681,0.7392,99.5324,99.6791,99.6457,99.6916,19.2982,100,0.2604,0.1338
SABAH-SANDAKAN 1-2.3G-24Week 37,SABAH,SANDAKAN 1,2.3G,24Week 37,99.8805,99.83936298,99.8848,99.9467,99.7904,0.788,0.1283,99.781,99.785,99.6561,99.6788,,,0.284,0.1677
SABAH-LAHAD DATU-2.3G-24Week 37,SABAH,LAHAD DATU,2.3G,24Week 37,99.9489,99.92364005,99.9696,99.9683,99.6732,0.5254,0,99.6773,99.6762,99.6325,99.7632,64.7059,100,0.2025,0.1347
SABAH-TAWAU-2.3G-24Week 37,SABAH,TAWAU,2.3G,24Week 37,98.0914,99.85737075,99.9042,99.9624,99.4452,0.7812,0.199,99.5361,99.7258,99.4761,100.4051,0.7463,,0.1803,0.1784
SABAH-LABUAN TOWN-2.3G-24Week 37,SABAH,LABUAN TOWN,2.3G,24Week 37,97.7904,99.85713791,99.7053,100.1288,99.955,0.8513,0.1404,97.3073,96.4211,97.1103,95.9842,90.5266,,0.1679,0.1531
SABAH-SANDAKAN 3 (INCLUDE AIRPORT)-2.3G-24Week 37,SABAH,SANDAKAN 3 (INCLUDE AIRPORT),2.3G,24Week 37,99.8621,99.84039731,99.8809,99.9508,100,1.0079,0.7056,99.3431,100.8465,99.5963,99.5628,99.399,,0.2348,0.1583
SABAH-KENINGAU (UNCHANGED)-2.3G-24Week 37,SABAH,KENINGAU (UNCHANGED),2.3G,24Week 37,99.6269,99.82329712,99.8691,99.9535,99.8873,1.2334,0.4411,99.6052,99.3751,99.7892,99.7329,12.2807,100,0.2929,0.1488
SABAH-PITAS-2.3G-24Week 37,SABAH,PITAS,2.3G,24Week 37,99.4562,99.48190248,99.5968,99.9076,99.9506,2.9591,0.8755,97.0676,98.5738,98.3637,96.9997,0,,0.3612,0.2731
SABAH-RD KOTA BEULD TO KUDAT-2.3G-24Week 37,SABAH,RD KOTA BEULD TO KUDAT,2.3G,24Week 37,99.1423,99.37998207,99.5047,99.8837,99.4403,3.6344,1.5075,98.6137,97.9975,96.0189,97.5621,0,,0.2846,0.3057
SABAH-KOTA MARUDU-2.3G-24Week 37,SABAH,KOTA MARUDU,2.3G,24Week 37,99.6999,99.60863434,99.7052,99.8879,99.9503,2.4122,0.3783,98.8123,99.5445,97.8885,98.6726,3.7975,100,0.3006,0.2254
SABAH-RD RANAU TO SANDAKAN-2.3G-24Week 37,SABAH,RD RANAU TO SANDAKAN,2.3G,24Week 37,99.6445,99.34543993,99.5227,99.8318,100,6.1704,1.2048,98.079,99.7778,98.8388,98.7658,100,100,0.6099,0.343
SABAH-NABAWAN-2.3G-24Week 37,SABAH,NABAWAN,2.3G,24Week 37,99.8127,99.74479154,99.8554,99.9208,100,2.8454,0.2212,98.9296,99.6141,96.7665,96.1952,0,,0.5416,0.3075
SABAH-PAPAR OUTSKIRT-2.3G-24Week 37,SABAH,PAPAR OUTSKIRT,2.3G,24Week 37,99.9085,100.5282517,99.45,101.0476,100,3.6787,1.2346,98.9676,99.0026,96.4023,97.6775,,,0.253,0.2676
SABAH-TENOM-2.3G-24Week 37,SABAH,TENOM,2.3G,24Week 37,99.6018,99.82458185,99.8623,99.9671,99.8947,1.1275,0.4032,99.5659,99.3124,98.3774,99.1417,0,100,0.2325,0.1736
SABAH-RD KENINGAU TO RANAU-2.3G-24Week 37,SABAH,RD KENINGAU TO RANAU,2.3G,24Week 37,99.2075,99.14505002,99.8158,99.9133,99.8478,2.0496,0.5356,97.6042,97.0497,96.1933,96.8035,88.4419,88.8664,0.2551,0.1995
SABAH-MENUMBUK(FERRY TO LABUAN)-2.3G-24Week 37,SABAH,MENUMBUK(FERRY TO LABUAN),2.3G,24Week 37,99.9988,99.84915658,99.886,99.9429,100,1.6585,0.4016,99.7854,99.7233,98.7684,99.3184,100,,0.1315,0.18
SABAH-MENUMBUK TO BEAUFORT-2.3G-24Week 37,SABAH,MENUMBUK TO BEAUFORT,2.3G,24Week 37,99.164,99.59281433,99.7009,99.9079,99.9218,3.0737,0.7124,99.3219,100.0536,97.5561,98.1596,6.4935,81.8182,0.3305,0.3049
SABAH-BEUFORT OUTSKIRT-2.3G-24Week 37,SABAH,BEUFORT OUTSKIRT,2.3G,24Week 37,99.6408,99.69448408,99.7558,99.9104,100,1.8453,0.4237,98.9369,99.5657,96.9592,97.9853,0,100,0.2189,0.2652
SABAH-WESTON-2.3G-24Week 37,SABAH,WESTON,2.3G,24Week 37,96.988,99.87229791,99.9282,99.9504,100,1.2987,0,98.5782,81.5789,94.5392,86.7797,,,0.7929,0.3017
SABAH-RD2 MASAPOL TO BEAUFORT-2.3G-24Week 37,SABAH,RD2 MASAPOL TO BEAUFORT,2.3G,24Week 37,98.8085,99.44154904,99.7426,99.7083,100,5.1243,0,98.893,99.8625,98.9655,99.4749,,,0.3742,0.3746
SABAH-RD2 BEAUFORT TO PAPAR-2.3G-24Week 37,SABAH,RD2 BEAUFORT TO PAPAR,2.3G,24Week 37,99.6736,99.71067742,99.7823,99.9416,99.8782,1.9671,0.3052,99.2753,99.2176,98.9423,98.9238,83.6957,100,0.3449,0.2153
SABAH-BEAUFORT-2.3G-24Week 37,SABAH,BEAUFORT,2.3G,24Week 37,99.7603,99.9489266,99.9649,99.9791,99.8829,0.9011,0.6601,97.0564,99.8148,103.5603,99.7739,21.4286,100,0.1887,0.1078
SABAH-SINDUMIN-2.3G-24Week 37,SABAH,SINDUMIN,2.3G,24Week 37,99.5274,99.64810364,99.7472,99.9541,100,1.3697,0,99.6019,99.3863,95.5989,95.9779,72.2222,96.1538,0.2444,0.1773
SABAH-SIPITANG-2.3G-24Week 37,SABAH,SIPITANG,2.3G,24Week 37,99.6288,99.68256965,99.7408,99.9373,100,0.5775,0,97.3984,102.2983,95.9797,99.4842,99.0707,,0.2823,0.1467
SABAH-MASAPOL-2.3G-24Week 37,SABAH,MASAPOL,2.3G,24Week 37,99.5543,99.8897464,99.8897,100,100,0.1929,0,94.1176,99.2902,91.0256,81.7073,100,100,0.2721,0.3701
SABAH-PAPAR-2.3G-24Week 37,SABAH,PAPAR,2.3G,24Week 37,99.9107,99.19966814,99.3146,99.9688,100,0.7987,0.316,99.4612,99.7096,101.1694,99.47,70.3704,97.5,0.1601,0.1208
SABAH-RD2 PAPAR TO KK-2.3G-24Week 37,SABAH,RD2 PAPAR TO KK,2.3G,24Week 37,99.3053,33.37880451,34.1094,97.9448,100,2.9327,0,100,99.7968,97.3451,98.7342,99.8035,0,7.9513,1.1428
SABAH-KAMABONG-2.3G-24Week 37,SABAH,KAMABONG,2.3G,24Week 37,90.7563,99.41347211,99.5143,99.9004,100,1.7346,0.5076,99.2745,94.9352,98.2456,98.3952,100,100,0.5169,0.3545
SABAH-TUARAN-2.3G-24Week 37,SABAH,TUARAN,2.3G,24Week 37,96.0023,99.5594856,99.6394,99.8771,100,1.2298,0,98.5366,98.5546,99.1228,101.2418,100,100,0.2101,0.1879
