uid,region,cluster,band,weeknum,Cell_Avaiability,Attach_Setup_Success_Rate,RRC_Setup_Success_Rate,eRAB_Setup_Success_Rate_nGBR,VoLTE_Setup_Success_Rate_GBR,Call_Drop_Rate_eRAB_nGBR,VoLTE_Call_Drop_Rate_eRAB_GBR,HOSR_Intra_Frequency,HOSR_Inter_Frequency,X2_Handover_Out_Success_Rate,X2_Handover_In_Success_Rate,S1_Handover_Out_Success_Rate,S1_Handover_In_Success_Rate,DL_BLER,UL_BLER
SABAH-TAMPARULI-2.3G-24Week 37,SABAH,TAMPARULI,2.3G,24Week 37,99.8583,99.46999109,99.679,99.7857,100,4.447,0,97.8507,99.4905,97.4378,97.6372,,,0.7423,0.4632
SABAH-KARAMBUNAI-2.3G-24Week 37,SABAH,KARAMBUNAI,2.3G,24Week 37,100,99.61109096,99.7188,99.8475,100,2.3124,2.7027,95.5986,99.6739,97.6428,99.0362,,,0.2291,0.211
SABAH-RD TUARAN TO KOTA BELUD-2.3G-24Week 37,SABAH,RD TUARAN TO KOTA BELUD,2.3G,24Week 37,99.9878,99.78078897,99.8456,99.9303,99.7436,2.5603,1.2225,98.7377,97.3785,88.9408,98.3928,100,100,0.4653,0.2681
SABAH-RD TUARAN TO RANAU-2.3G-24Week 37,SABAH,RD TUARAN TO RANAU,2.3G,24Week 37,99.8984,99.41379137,99.6088,99.8891,99.6491,2.7749,0.3115,97.6613,98.9597,98.0801,97.9182,8.0645,85.7143,0.3757,0.3414
SABAH-KOTA BELUT NORTH-2.3G-24Week 37,SABAH,KOTA BELUT NORTH,2.3G,24Week 37,99.6281,99.87927685,99.9219,99.9573,99.4975,0.9622,2.0202,95,99.3556,91.9014,97.4729,,,0.3122,0.1289
SABAH-KOTA BELUD (INCLUDE AIRPORT)-2.3G-24Week 37,SABAH,KOTA BELUD (INCLUDE AIRPORT),2.3G,24Week 37,99.7942,99.10975086,99.4473,99.6578,99.8004,2.4067,0,98.9806,98.7025,97.4094,99.2498,62.7907,,0.2801,0.2411
SABAH-KUDAT-2.3G-24Week 37,SABAH,KUDAT,2.3G,24Week 37,99.4431,96.38776353,96.5288,99.8191,100,2.9671,0.6135,98.6573,96.7941,96.5241,95.9478,100,100,0.2983,0.3643
SABAH-RANAU-2.3G-24Week 37,SABAH,RANAU,2.3G,24Week 37,99.949,99.87782931,99.9034,99.9697,100,1.2803,0,99.1373,99.5976,99.5539,99.6818,7.1429,100,0.3237,0.1702
SABAH-BELURAN-2.3G-24Week 37,SABAH,BELURAN,2.3G,24Week 37,87.5144,99.44820311,99.4854,99.9359,100,2.254,0,99.6088,99.8153,99.5702,99.828,,0,0.2464,0.192
SABAH-TAWAU OUTSKIRT-2.3G-24Week 37,SABAH,TAWAU OUTSKIRT,2.3G,24Week 37,99.8345,99.69453596,99.8169,99.8757,100,1.3095,0.4902,99.6315,99.4885,99.1932,99.5747,,,0.4034,0.2517
SABAH-RD SEMPORNA TO TAWAU-2.3G-24Week 37,SABAH,RD SEMPORNA TO TAWAU,2.3G,24Week 37,99.996,99.59731973,99.8026,99.7749,100,3.5968,0,99.0466,97.8723,95.2381,93.3702,,,0.4715,0.1251
SABAH-RD LAHAD DATU TO SANDAKAN JUNCTION-2.3G-24Week 37,SABAH,RD LAHAD DATU TO SANDAKAN JUNCTION,2.3G,24Week 37,99.8574,99.64057066,99.7569,99.8794,100,3.3916,2.8037,99.173,99.3274,97.1368,97.8825,100,,0.1953,0.2621
SABAH-RD LAHAD DATU TO SANDAKAN-2.3G-24Week 37,SABAH,RD LAHAD DATU TO SANDAKAN,2.3G,24Week 37,99.8951,99.59718225,99.6529,99.941,99.9657,2.2419,0.5265,99.6079,99.8283,99.4179,99.5422,0,,0.1752,0.13
SABAH-LAHAT DATU OUTSKIRT-2.3G-24Week 37,SABAH,LAHAT DATU OUTSKIRT,2.3G,24Week 37,100,99.46151526,99.5741,99.8863,100,2.7239,0,98.3471,100,100,,100,,0.1821,0.1362
SABAH-BATU PUTIH-2.3G-24Week 37,SABAH,BATU PUTIH,2.3G,24Week 37,99.0668,99.93565231,99.9485,99.9724,100,0.6675,1.0435,99.1168,99.8894,99.3454,99.3345,,100,0.1555,0.0639
SABAH-SEMPORNA OUTSKIRT-2.3G-24Week 37,SABAH,SEMPORNA OUTSKIRT,2.3G,24Week 37,99.8414,99.83340845,99.8772,99.9335,99.9209,1.3998,0.2138,99.3932,100.3789,99.375,99.528,,,0.2613,0.1558
SABAH-SEMPORNA-2.3G-24Week 37,SABAH,SEMPORNA,2.3G,24Week 37,99.9969,99.83705255,99.8682,99.9613,99.9089,1.1151,0,99.3855,99.7623,99.4329,99.6156,,,0.1925,0.1364
SABAH-LABUAN OUTSKIRT-2.3G-24Week 37,SABAH,LABUAN OUTSKIRT,2.3G,24Week 37,99.9832,99.36714125,99.432,99.896,99.4382,0.7788,0,99.5175,99.2647,103.5624,99.65,98.9483,0,0.4226,0.2253
SARAWAK-RD BATANG LUPAR-SADONG-2.3G-24Week 37,SARAWAK,RD BATANG LUPAR-SADONG,2.3G,24Week 37,99.2328,99.70558549,99.736,99.9698,100,0.2459,0,98.5866,100,98.6842,100,83.3333,83.3333,0.1222,0.1073
SARAWAK-PUSA-2.3G-24Week 37,SARAWAK,PUSA,2.3G,24Week 37,99.9939,99.80706622,99.8269,99.9718,100,0.9209,0.2778,99.6501,99.9426,98.9529,99.4286,53.5714,96.8553,0.334,0.2151
SARAWAK-SRI AMAN-2.3G-24Week 37,SARAWAK,SRI AMAN,2.3G,24Week 37,99.9762,99.74174569,99.8252,99.9156,100,0.6108,0,95.0421,97.1832,91.1085,94.8236,72.6852,88.615,0.2773,0.1972
SARAWAK-MIRI NORTH-2.3G-24Week 37,SARAWAK,MIRI NORTH,2.3G,24Week 37,99.0638,99.47101836,99.5505,99.911,100,2.609,0,94.974,99.4966,96.0581,93.7186,,,1.6539,0.3782
SARAWAK-SINIAWAN-2.3G-24Week 37,SARAWAK,SINIAWAN,2.3G,24Week 37,99.4149,98.85122857,98.9471,99.865,100,1.327,0,65.8559,97.77,97.5904,100,0,100,0.4957,0.4297
SARAWAK-KOTA PADAWAN-2.3G-24Week 37,SARAWAK,KOTA PADAWAN,2.3G,24Week 37,98.8538,99.793935,99.8512,99.9371,100,0.6056,0,98.4672,99.7064,99.3274,99.4507,0,100,0.3526,0.2971
SARAWAK-KOTA SENTOSA-2.3G-24Week 37,SARAWAK,KOTA SENTOSA,2.3G,24Week 37,100,99.87121348,99.9014,99.9552,100,0.5174,0,99.5106,99.8569,99.4057,99.6759,71.4286,100,0.3733,0.2055
SARAWAK-GEDONG-2.3G-24Week 37,SARAWAK,GEDONG,2.3G,24Week 37,99.9182,99.19395437,99.2503,99.9189,100,1.622,0,98.582,96.3855,99.015,98.5752,78.4615,84.5659,0.3119,0.2768
SARAWAK-BARAM-2.3G-24Week 37,SARAWAK,BARAM,2.3G,24Week 37,99.959,99.03948937,99.3753,99.8669,100,4.5836,7.6923,87.6712,100,92.8571,92.5926,54.0541,97.3118,0.2997,0.3249
SARAWAK-SARIKEI-2.3G-24Week 37,SARAWAK,SARIKEI,2.3G,24Week 37,99.9634,99.83143744,99.8599,99.9632,100,0.7015,0,76.4469,99.7896,99.4617,99.6259,19.1402,97.9545,0.4657,0.1915
SARAWAK-SIBU NORTH-2.3G-24Week 37,SARAWAK,SIBU NORTH,2.3G,24Week 37,100,99.37357727,99.517,99.8186,100,1.5277,0,98.5741,99.5032,98.8862,99.241,60.7143,97.7778,1.6007,0.8807
SARAWAK-SADONG JAYA-2.3G-24Week 37,SARAWAK,SADONG JAYA,2.3G,24Week 37,99.7136,99.44126681,99.6576,99.758,100,4.3689,0.3268,97.5365,97.7035,98.0057,118.0146,75.2061,94.2387,0.3073,0.1865
SARAWAK-BATU KITANG-2.3G-24Week 37,SARAWAK,BATU KITANG,2.3G,24Week 37,98.843,99.58607031,99.6676,99.923,100,0.7845,0,99.4614,99.7126,99.0864,98.738,57.1429,100,1.1607,0.5322
SARAWAK-KAPIT-2.3G-24Week 37,SARAWAK,KAPIT,2.3G,24Week 37,100,99.53251146,99.5964,99.9137,100,1.0265,0,99.8632,100,99.8841,99.6715,,100,0.2757,0.3417
SARAWAK-KAMPUNG ATAS-2.3G-24Week 37,SARAWAK,KAMPUNG ATAS,2.3G,24Week 37,99.4179,98.6448365,99.0505,99.5634,100,2.3656,0,97.0732,100,96.7213,97.4747,,,1.2881,1.3681
SARAWAK-RD LUNDU-SEMATAN-2.3G-24Week 37,SARAWAK,RD LUNDU-SEMATAN,2.3G,24Week 37,99.0149,104.653538,104.7381,99.9188,100,2.6089,0,98.6226,100,95,97.7273,75,82.7586,0.9893,0.5486
SARAWAK-KUCHING TOWN-2.3G-24Week 37,SARAWAK,KUCHING TOWN,2.3G,24Week 37,100,97.90439641,97.996,99.8591,100,1.7021,0,98.6556,90.0556,87.0552,99.4478,66.4987,94.7368,0.7612,0.4188
SARAWAK-BAU-2.3G-24Week 37,SARAWAK,BAU,2.3G,24Week 37,99.4416,99.85791126,99.892,99.9795,,0.1232,,99.6479,100,100,100,0,,0.2227,0.1727
SARAWAK-DALAT-2.3G-24Week 37,SARAWAK,DALAT,2.3G,24Week 37,99.5171,99.67976088,99.8427,99.8358,100,1.2771,0,99.868,99.3457,97.3684,98.1132,,,0.3254,0.2489
SARAWAK-NIAH-2.3G-24Week 37,SARAWAK,NIAH,2.3G,24Week 37,99.2631,99.86476642,99.9185,99.9265,,0.7106,,98.5782,99.7599,,,40,99.2883,0.2913,0.3204
SARAWAK-MALUDAM-2.3G-24Week 37,SARAWAK,MALUDAM,2.3G,24Week 37,99.9994,99.73924106,99.7833,99.9519,100,1.1014,2.2222,99.8394,,100,100,,95.8333,0.4623,0.1961
SARAWAK-BINTANGOR-2.3G-24Week 37,SARAWAK,BINTANGOR,2.3G,24Week 37,99.9666,99.86071577,99.873,99.9838,100,0.4945,0,99.0138,100,100,66.6667,79.1667,99.4778,0.2743,0.2093
SARAWAK-LAWAS-2.3G-24Week 37,SARAWAK,LAWAS,2.3G,24Week 37,98.6115,99.31261675,99.4203,99.867,100,1.5721,0,99.7393,99.5983,96.5147,99.1883,0,,0.5509,0.4081
SARAWAK-JALAN KJD-2.3G-24Week 37,SARAWAK,JALAN KJD,2.3G,24Week 37,99.8474,99.85074253,99.9454,99.9606,100,0.9171,0,97.7778,100,,,97.1429,97.619,8.2143,2.8614
SARAWAK-SEMATAN-2.3G-24Week 37,SARAWAK,SEMATAN,2.3G,24Week 37,99.2649,98.18471926,98.6289,99.8798,100,2.4049,0,50,100,100,100,21.2766,74.2424,1.6231,1.0175
SARAWAK-SIMUNJAN-2.3G-24Week 37,SARAWAK,SIMUNJAN,2.3G,24Week 37,98.6538,99.87342964,99.9063,99.9741,100,1.2191,1.1834,99.8364,59.375,69.3878,90,28.5714,98.8205,0.4402,0.2341
SARAWAK-DEMAK-2.3G-24Week 37,SARAWAK,DEMAK,2.3G,24Week 37,99.9988,99.35270257,99.4645,99.8639,97.2222,1.178,2.2727,92.1986,98.9627,96.6498,99.3355,16.129,94.359,0.7368,0.6496
SARAWAK-KOTA SAMARAHAN-2.3G-24Week 37,SARAWAK,KOTA SAMARAHAN,2.3G,24Week 37,99.7349,99.17060036,99.2589,99.9051,100,0.6061,0,98.5272,99.7229,99.6061,99.6469,72.3077,97.006,0.3559,0.3304
SARAWAK-RD BATU KAWA-BAU-2.3G-24Week 37,SARAWAK,RD BATU KAWA-BAU,2.3G,24Week 37,87.5331,99.36915119,99.607,99.7699,,2.4138,,98.3051,100,97.4522,97.351,,,9.0446,3.5541
SARAWAK-SERIAN-2.3G-24Week 37,SARAWAK,SERIAN,2.3G,24Week 37,100,99.78237371,99.8263,99.9295,100,1.861,0,100,100,100,100,,99.7951,10.6058,3.1557
SARAWAK-SPAOH-2.3G-24Week 37,SARAWAK,SPAOH,2.3G,24Week 37,99.9407,99.56099789,99.7741,99.7832,100,0.91,0,97.2686,97.3333,100,100,84.5455,98.4375,0.3504,0.4447
SARAWAK-TABUAN JAYA-2.3G-24Week 37,SARAWAK,TABUAN JAYA,2.3G,24Week 37,100,99.7669948,99.8246,99.9246,100,1.1323,0,99.2466,99.8912,99.7008,99.5635,6.6667,83.3333,0.2561,0.1807
SARAWAK-SIBURAN-2.3G-24Week 37,SARAWAK,SIBURAN,2.3G,24Week 37,99.5459,98.76336949,99.8823,98.9122,100,1.0673,0,99.4494,99.5976,98.4283,98.9437,50,66.6667,0.9925,0.5043
SARAWAK-RD BAU-LUNDU-2.3G-24Week 37,SARAWAK,RD BAU-LUNDU,2.3G,24Week 37,99.2741,99.7614788,99.7615,100,,1.0389,,97.4576,100,96.1538,94.8718,0,100,6.7456,1.6211
SARAWAK-SARATOK-2.3G-24Week 37,SARAWAK,SARATOK,2.3G,24Week 37,99.944,98.68613782,98.9542,99.7484,100,7.4345,0,60.0543,,100,100,10.9756,93.913,10.5511,3.0794
SARAWAK-JULAU-2.3G-24Week 37,SARAWAK,JULAU,2.3G,24Week 37,97.8034,98.73499611,99.7948,99.8892,,0.7653,,90.6863,99.2701,,,72.0588,100,26.1511,4.5383
SARAWAK-LUNDU-2.3G-24Week 37,SARAWAK,LUNDU,2.3G,24Week 37,99.9905,99.84469666,99.911,99.9376,,1.3559,,100,100,,,,81.4815,0.8598,0.5129
SARAWAK-BETONG-2.3G-24Week 37,SARAWAK,BETONG,2.3G,24Week 37,99.9886,99.88990377,99.9635,99.9342,100,0.9473,0,95.8669,99.7041,100,90.9091,80.5687,95.1493,0.4003,0.3318
SARAWAK-DEBAK-2.3G-24Week 37,SARAWAK,DEBAK,2.3G,24Week 37,99.9686,99.91431009,99.9755,100,100,0.2717,0,85.5209,100,,,36.3636,98.1959,0.1899,0.3243
SARAWAK-ROBAN-2.3G-24Week 37,SARAWAK,ROBAN,2.3G,24Week 37,99.9817,99.69519714,99.8112,99.9006,,0.7554,,99.1228,,100,100,60,99.4652,0.9948,1.2994
SARAWAK-MUKAH-2.3G-24Week 37,SARAWAK,MUKAH,2.3G,24Week 37,99.5687,99.89118516,99.897,99.9772,100,1.2892,0,100,100,,100,,,0.2194,0.1818
SARAWAK-ENGKILILI-2.3G-24Week 37,SARAWAK,ENGKILILI,2.3G,24Week 37,98.7236,99.63043502,99.7863,99.9684,100,1.6646,1.5385,99.8777,,99.4186,99.4186,100,88.4244,0.3579,0.2126
SARAWAK-SEBANGAN-2.3G-24Week 37,SARAWAK,SEBANGAN,2.3G,24Week 37,99.0679,99.79384995,99.7992,99.9893,100,0.3447,0,99.1319,94.9367,97.6331,99.1957,99.1304,93.3333,0.1767,0.155
SARAWAK-SPINANG-2.3G-24Week 37,SARAWAK,SPINANG,2.3G,24Week 37,99.9994,99.96904019,99.9853,99.984,100,1.4727,0,97.7143,,98.7069,99.7984,0,100,0.3031,0.2073
SARAWAK-BELADIN-2.3G-24Week 37,SARAWAK,BELADIN,2.3G,24Week 37,99.9994,99.38306752,99.4836,99.8538,100,1.329,2.1277,99.7106,100,100,98.6425,25,100,0.1421,0.1379
SARAWAK-TEBEDU-2.3G-24Week 37,SARAWAK,TEBEDU,2.3G,24Week 37,96.704,99.68642481,99.7946,99.96,100,7.5021,0,99.8204,,,,,100,0.3487,0.1951
EASTERN-BDR PERMAISURI-2.3G-24Week 37,EASTERN,BDR PERMAISURI,2.3G,24Week 37,94.7269,99.83515332,99.95,99.9516,100,3.3632,1.2903,99.7055,99.9823,99.6098,99.3036,,,0.482,0.3574
EASTERN-CHALOK-2.3G-24Week 37,EASTERN,CHALOK,2.3G,24Week 37,97.645,99.76909613,99.885,99.961,100,5.8618,2.5074,99.8513,99.5896,98.5484,98.7024,,90,0.2481,0.1417
EASTERN-SG RUAN-2.3G-24Week 37,EASTERN,SG RUAN,2.3G,24Week 37,83.8863,100,100,100,100,46.7692,0,99.9189,100,97.6744,98,,,504.2857,219.3548
EASTERN-LURAH BILUT-2.3G-24Week 37,EASTERN,LURAH BILUT,2.3G,24Week 37,-410.7143,100,100,99.7118,100,53.3829,0,98.4756,100,98.7212,99.2883,,,24.0093,8.8462
CENTRAL-PJ-2.6G-24Week 37,CENTRAL,PJ,2.6G,24Week 37,99.9718,99.81022587,99.8687,99.9426,99.7151,0.8676,0.1771,99.8785,99.7857,99.6438,99.733,98.6371,103.2432,0.4212,0.193
CENTRAL-SUBANG-2.6G-24Week 37,CENTRAL,SUBANG,2.6G,24Week 37,100,99.77208699,99.8315,99.9344,99.6992,0.9754,0.2718,99.8927,99.5798,99.7717,99.7143,91.8129,100.2917,0.4817,0.2506
CENTRAL-BATU TIGA-2.6G-24Week 37,CENTRAL,BATU TIGA,2.6G,24Week 37,99.9368,99.77891268,99.8295,99.9419,99.8648,0.7891,0.2281,99.7793,99.9047,99.7947,99.7083,99.6098,98.853,0.3847,0.2261
CENTRAL-PANTAI-2.6G-24Week 37,CENTRAL,PANTAI,2.6G,24Week 37,99.9958,99.79288095,99.8572,99.9291,99.7706,0.8056,0.1214,99.7228,99.8104,99.7808,99.7103,97.8176,98.5158,0.3804,0.1905
CENTRAL-DAMANSARA-2.6G-24Week 37,CENTRAL,DAMANSARA,2.6G,24Week 37,99.9219,99.755907,99.8213,99.9261,99.8271,1.1129,0.2006,99.7042,99.6513,99.6769,99.6586,90.0535,98.4318,0.452,0.2635
CENTRAL-SHAH ALAM-2.6G-24Week 37,CENTRAL,SHAH ALAM,2.6G,24Week 37,99.9991,99.67565125,99.7739,99.897,99.785,0.9793,0.1954,99.6928,99.8496,99.7617,99.6998,98.6812,98.6191,0.4568,0.252
CENTRAL-SG BULOH-2.6G-24Week 37,CENTRAL,SG BULOH,2.6G,24Week 37,99.9099,99.85705028,99.8941,99.9593,99.7943,0.7457,0.1516,99.9315,99.7798,99.7544,99.6527,90.7232,98.6059,0.364,0.1417
CENTRAL-KOTA KEMUNING-2.6G-24Week 37,CENTRAL,KOTA KEMUNING,2.6G,24Week 37,99.7858,99.60152061,99.6885,99.9073,99.6927,0.9543,0.2343,99.7092,99.8547,99.7552,99.6099,99.8664,98.8763,0.4434,0.2119
CENTRAL-KOTA DAMANSARA-2.6G-24Week 37,CENTRAL,KOTA DAMANSARA,2.6G,24Week 37,99.8922,99.78945931,99.8392,99.9437,99.7661,1.0796,0.3977,99.645,99.2197,99.6683,99.574,56.3265,98.0443,0.4089,0.2184
CENTRAL-PANDAN-2.6G-24Week 37,CENTRAL,PANDAN,2.6G,24Week 37,99.9984,99.73268937,99.8173,99.9241,99.7669,0.9044,0.2576,99.6703,99.8257,99.7182,99.587,98.6277,98.3732,0.4393,0.2213
CENTRAL-AMPANG-2.6G-24Week 37,CENTRAL,AMPANG,2.6G,24Week 37,99.9893,99.77901631,99.8572,99.9184,99.7531,0.7698,0.164,99.7547,99.8845,99.7895,99.7103,84.7583,98.2114,0.4077,0.2174
CENTRAL-KLANG-2.6G-24Week 37,CENTRAL,KLANG,2.6G,24Week 37,99.0177,99.82904602,99.8762,99.9489,99.7482,0.7042,0.0674,99.7625,99.9126,99.8147,99.6723,99.6689,99.5597,0.3665,0.1934
CENTRAL-MERU-2.6G-24Week 37,CENTRAL,MERU,2.6G,24Week 37,99.9998,99.79394458,99.8332,99.9647,99.8708,0.6527,0.0815,99.6405,99.8179,99.7171,99.3689,99.7246,99.2957,0.3504,0.1452
CENTRAL-PORT KLANG-2.6G-24Week 37,CENTRAL,PORT KLANG,2.6G,24Week 37,99.8807,99.88571661,99.9199,99.9638,99.7647,0.8748,0.2916,88.8722,79.6289,99.7846,99.6355,28.8853,99.4747,0.3552,0.1494
CENTRAL-ELITE HIGHWAY-2.6G-24Week 37,CENTRAL,ELITE HIGHWAY,2.6G,24Week 37,99.8601,99.48731809,99.5893,99.8883,99.2555,1.1617,0.1784,94.9555,96.9363,94.3021,99.6364,99.1467,98.2024,0.557,0.3865
CENTRAL-PUCHONG-2.6G-24Week 37,CENTRAL,PUCHONG,2.6G,24Week 37,99.991,99.8497472,99.8888,99.9561,99.7294,0.7688,0.0839,99.6387,98.7532,99.6058,95.7938,84.0293,98.8999,0.3896,0.1964
CENTRAL-DENGKIL-2.6G-24Week 37,CENTRAL,DENGKIL,2.6G,24Week 37,99.9779,99.77475122,99.8368,99.9286,99.6436,1.0138,0.3321,99.7095,99.7878,99.7802,99.7148,99.8029,99.0439,0.3763,0.2127
CENTRAL-SRI KEMBANGAN-2.6G-24Week 37,CENTRAL,SRI KEMBANGAN,2.6G,24Week 37,99.9983,99.77849688,99.8275,99.9462,99.7201,0.8359,0.1388,99.8245,99.8726,99.7805,99.6872,99.2832,99.0132,0.4343,0.214
CENTRAL-PUTRAJAYA-2.6G-24Week 37,CENTRAL,PUTRAJAYA,2.6G,24Week 37,99.9306,99.78861759,99.8391,99.9424,99.7423,0.8508,0.1493,99.878,99.7372,99.7681,99.6341,99.809,98.9302,0.323,0.1762
CENTRAL-KINRARA-2.6G-24Week 37,CENTRAL,KINRARA,2.6G,24Week 37,99.9996,99.75981932,99.8299,99.9209,99.5291,0.9231,0.1747,99.7478,99.8413,99.7622,99.8256,75.1476,100.6432,0.4024,0.1956
CENTRAL-CHERAS-2.6G-24Week 37,CENTRAL,CHERAS,2.6G,24Week 37,99.8761,99.71183714,99.7843,99.9231,99.7364,0.8095,0.1242,99.5327,99.8204,99.7145,99.7032,95.0115,98.5023,0.5163,0.2833
CENTRAL-KAPAR-2.6G-24Week 37,CENTRAL,KAPAR,2.6G,24Week 37,99.9428,99.84272659,99.894,99.9451,99.8228,0.8879,0.3816,99.4491,99.4294,99.6556,99.6875,98.5309,98.3902,0.3962,0.1998
CENTRAL-SENTUL-2.6G-24Week 37,CENTRAL,SENTUL,2.6G,24Week 37,99.9531,99.71487227,99.8004,99.9071,99.7221,0.9996,0.2615,99.6939,99.78,99.7907,99.7413,100.1409,99.0538,0.4598,0.2539
CENTRAL-BKT BINTANG-2.6G-24Week 37,CENTRAL,BKT BINTANG,2.6G,24Week 37,99.9639,99.7839374,99.8369,99.9489,99.8074,1.1626,0.2287,99.6251,99.5514,99.7611,99.6561,44.1391,99.3086,0.5028,0.267
CENTRAL-KEPONG-2.6G-24Week 37,CENTRAL,KEPONG,2.6G,24Week 37,99.9795,99.68086353,99.7715,99.9028,99.7097,0.8947,0.0752,99.7271,99.8297,99.7792,99.6979,99.5026,98.637,0.4121,0.2603
CENTRAL-KLANG LAMA-2.6G-24Week 37,CENTRAL,KLANG LAMA,2.6G,24Week 37,99.9944,99.79113358,99.8445,99.9388,99.784,0.9133,0.2002,99.7136,99.6677,99.7804,99.7193,94.6377,98.3883,0.4175,0.2359
CENTRAL-KL-2.6G-24Week 37,CENTRAL,KL,2.6G,24Week 37,96.6395,99.79126474,99.848,99.9344,99.7157,1.1229,0.341,99.7525,99.8417,99.7941,99.7,99.3798,98.9985,0.5073,0.2567
CENTRAL-WANGSA MAJU-2.6G-24Week 37,CENTRAL,WANGSA MAJU,2.6G,24Week 37,99.9487,99.55348523,99.7152,99.8298,99.6216,0.9517,0.2658,99.5636,99.7908,99.7986,99.7628,97.8207,99.4037,0.4217,0.3092
CENTRAL-SELAYANG-2.6G-24Week 37,CENTRAL,SELAYANG,2.6G,24Week 37,99.9789,99.77017455,99.8371,99.9298,99.7558,0.7168,0.0902,99.747,99.8437,99.79,99.7446,99.5985,99.1267,0.386,0.2198
CENTRAL-SERDANG-2.6G-24Week 37,CENTRAL,SERDANG,2.6G,24Week 37,99.9094,99.81952653,99.8631,99.954,99.7782,0.9065,0.1972,99.7728,99.8755,99.804,99.6974,96.0886,100.4227,0.3786,0.183
CENTRAL-KAJANG-2.6G-24Week 37,CENTRAL,KAJANG,2.6G,24Week 37,99.8815,99.85308866,99.8949,99.9541,99.8227,0.7612,0.0521,99.5051,99.8104,99.9067,99.8201,98.0861,98.861,0.3424,0.1662
CENTRAL-BANGI-2.6G-24Week 37,CENTRAL,BANGI,2.6G,24Week 37,99.943,99.80763559,99.8626,99.9416,99.704,0.7271,0.0683,99.709,99.8471,99.7603,99.7222,98.4717,98.682,0.3746,0.2637
CENTRAL-HIGHWAY (NORTH)-2.6G-24Week 37,CENTRAL,HIGHWAY (NORTH),2.6G,24Week 37,99.7178,99.78704926,99.8546,99.929,99.8275,0.8358,0.2372,99.7337,99.8886,99.7387,99.745,83.9779,96.41,0.3824,0.1801
CENTRAL-KUALA SELANGOR-2.6G-24Week 37,CENTRAL,KUALA SELANGOR,2.6G,24Week 37,99.9803,99.86036638,99.9304,99.9254,99.8837,0.4973,0.1645,99.7384,99.869,99.6502,99.4149,98.8482,95.3353,0.3691,0.1862
CENTRAL-BATANG KALI-2.6G-24Week 37,CENTRAL,BATANG KALI,2.6G,24Week 37,99.9968,99.89665667,99.9186,99.9751,99.7958,0.9477,0.2994,99.7259,99.8856,99.8464,99.6851,51.4286,98.0042,0.3386,0.1478
CENTRAL-RAWANG-2.6G-24Week 37,CENTRAL,RAWANG,2.6G,24Week 37,99.9739,99.8411345,99.8733,99.962,99.7833,0.9375,0.3468,99.7523,99.6897,99.7735,99.7624,99.5534,98.5692,0.3593,0.1716
CENTRAL-LABU-2.6G-24Week 37,CENTRAL,LABU,2.6G,24Week 37,99.9832,99.79138948,99.8403,99.9367,99.5166,1.3051,0.3637,99.4974,99.6846,99.5241,100.1588,96.7954,98.2257,0.4418,0.245
CENTRAL-KLIA-2.6G-24Week 37,CENTRAL,KLIA,2.6G,24Week 37,99.9975,99.82100403,99.8634,99.9489,99.7909,1.0956,0.6573,99.6094,99.8041,99.7045,99.5547,99.5932,99.4363,0.4265,0.2827
CENTRAL-SEMENYIH-2.6G-24Week 37,CENTRAL,SEMENYIH,2.6G,24Week 37,99.9552,99.86228116,99.8848,99.9727,99.8516,1.3657,0.3257,99.554,99.8231,99.6788,99.5863,106.1693,103.9214,0.4025,0.1917
CENTRAL-SABAK BERNAM-2.6G-24Week 37,CENTRAL,SABAK BERNAM,2.6G,24Week 37,100,99.66203848,99.7535,99.9078,99.86,0.4535,0,99.539,99.8756,99.8004,99.2888,95.3883,99.0578,0.2635,0.0526
CENTRAL-JENJARUM-2.6G-24Week 37,CENTRAL,JENJARUM,2.6G,24Week 37,100,99.74182639,99.8011,99.9306,99.5857,1.351,0.2441,99.4513,99.8025,99.6628,99.4916,98.9773,98.6069,0.313,0.197
CENTRAL-HIGHWAY (SOUTH)-2.6G-24Week 37,CENTRAL,HIGHWAY (SOUTH),2.6G,24Week 37,99.995,99.6473399,99.7337,99.9018,99.6771,0.9764,0.2144,99.6091,99.7558,99.5884,99.6302,99.7032,98.736,0.3727,0.2347
CENTRAL-BATANG BERJUNTAI-2.6G-24Week 37,CENTRAL,BATANG BERJUNTAI,2.6G,24Week 37,99.9966,99.85597349,99.9033,99.9491,99.9477,0.9505,0.8249,99.7711,99.8462,99.6632,99.5374,99.4123,97.0983,0.3648,0.197
CENTRAL-TAMPIN TOWN-2.6G-24Week 37,CENTRAL,TAMPIN TOWN,2.6G,24Week 37,100,99.91219621,99.9305,99.9709,99.7033,0.3232,0.1575,99.6163,99.5575,99.5358,99.6682,,99.5196,0.3581,0.3329
CENTRAL-SENAWANG-2.6G-24Week 37,CENTRAL,SENAWANG,2.6G,24Week 37,99.9544,99.86840194,99.8983,99.9671,99.8381,0.9233,0.1304,99.5391,99.723,99.5002,99.6764,97.0631,99.106,0.3426,0.166
CENTRAL-SEREMBAN-2.6G-24Week 37,CENTRAL,SEREMBAN,2.6G,24Week 37,99.9988,99.87929718,99.9127,99.9592,99.8046,0.9326,0.1864,99.5199,99.7605,99.5321,99.8155,98.6673,98.9737,0.3819,0.2286
